run_name,run_type,started_at_utc,finished_at_utc,status,model_name,seed,dataset_path,full_train_rows,full_validation_rows,train_rows_used,validation_rows_used,epochs,max_steps,train_batch_size,eval_batch_size,gradient_accumulation_steps,effective_train_batch_size,learning_rate,weight_decay,warmup_ratio,warmup_steps,fp16,gradient_checkpointing,dynamic_padding,test_split_used,train_runtime_seconds,train_samples_per_second,validation_runtime_seconds,accuracy,precision,recall,f1,best_checkpoint,output_dir,resumed_from,estimated_full_run_hours,max_gpu_memory_mb,gpu,cuda_version,python_version,torch_version,transformers_version,datasets_version,accelerate_version
distilbert-smoke-256-128,development_smoke,2026-07-18T20:46:30.901045+00:00,2026-07-18T20:47:06.613617+00:00,completed,distilbert/distilbert-base-cased,42,data/processed/distilbert_cased_seed42,371381,46423,256,128,1.0,-1,4,4,4,16,2e-05,0.01,0.1,2,True,True,True,False,15.723,16.282,0.8888,0.609375,0.0,0.0,0.0,checkpoints\distilbert-smoke-256-128\checkpoint-16,checkpoints/distilbert-smoke-256-128,,6.43,1212.5,NVIDIA GeForce RTX 3060 Laptop GPU,13.0,3.12.13,2.12.1+cu130,5.14.1,5.0.0,1.14.0
